TPLNR;PLTXT;TPLKZ;FLTYP;EQART;BRGEW;GEWEI;GROES;INVNR;DATAB;ANSWT;WAERS;ANSDT;HERST;HERLD;TYPBZ;BAUJJ;BAUMM;MAPAR;SERGE;SWERK;STORT;BEBER;MSGRP;ABCKZ;EQFNR;BUKRS;KOSTL;RBNR;ANLNR;ANLUN;PROID;IWERK;INGRP;GEWRK;WERGW;TPLMA;POSNR;SUBMT;IEQUI;EINZL;NAME1;SORT1;STREET;HOUSE_NUM1;POST_CODE1;CITY1;COUNTRY;REGION;TIME_ZONE;TEL_NUMBER;MOB_NUMBER;FAX_NUMBER;SMTP_ADDR;PARVW;PARNR;TEL_NUMBER_OLD;MOB_NUMBER_OLD;FAX_NUMBER_OLD;ZZITO_CAP_NOM;ZZITO_CAP_PART;PARNR_OLD;SMTP_ADDR_OLD;PARVW_OLD;LONGITUDE;LATITUDE;ALTITUDE;Z_ABCKZ;TRPNR;ADRNRI
COS-COG3-0A-3M-MA-A1;Fdr n.03 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-A1;Fdr n.04 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-A1;Fdr n.05 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-A1;Fdr n.06 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-A1;Fdr n.07 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-A1;Fdr n.08 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-A1;Fdr n.09 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-A1;Fdr n.10 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-A1;Fdr n.11 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-A1;Fdr n.12 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-A1;Fdr n.13 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-A1;Fdr n.14 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-A1;Fdr n.15 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-A1;Fdr n.16 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-A1;Fdr n.17 - Trafo medida/prot. MT (TC);Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-S1;Fdr n.01 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-S1;Fdr n.02 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-S1;Fdr n.03 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-S1;Fdr n.04 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-S1;Fdr n.05 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-S1;Fdr n.06 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-S1;Fdr n.07 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-S1;Fdr n.08 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-S1;Fdr n.09 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-S1;Fdr n.10 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-S1;Fdr n.11 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-S1;Fdr n.12 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-S1;Fdr n.13 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-S1;Fdr n.14 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-S1;Fdr n.15 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-S1;Fdr n.16 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-S1;Fdr n.17 - Pararrayos MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-Z1;Fdr n.09 - Trafo puesta a tierra zig-zag;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-Z1;Fdr n.17 - Trafo puesta a tierra zig-zag;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-C1;Fdr n.01 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-C1;Fdr n.02 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-C1;Fdr n.03 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-C1;Fdr n.04 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-C1;Fdr n.05 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-C1;Fdr n.06 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-C1;Fdr n.07 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-C1;Fdr n.08 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-C1;Fdr n.09 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-C1;Fdr n.10 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-C1;Fdr n.11 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-C1;Fdr n.12 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-C1;Fdr n.13 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-C1;Fdr n.14 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-C1;Fdr n.15 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-C1;Fdr n.16 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-C1;Fdr n.17 - Batería de condensadores MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-M1;Fdr n.01 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-M1;Fdr n.02 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-M1;Fdr n.03 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-M1;Fdr n.04 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-M1;Fdr n.05 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-M1;Fdr n.06 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-M1;Fdr n.07 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-M1;Fdr n.08 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-M1;Fdr n.09 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-M1;Fdr n.10 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-M1;Fdr n.11 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-M1;Fdr n.12 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-M1;Fdr n.13 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-M1;Fdr n.14 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-M1;Fdr n.15 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-M1;Fdr n.16 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-M1;Fdr n.17 - Contador de energía;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
